id,host_since,neighbourhood,city,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,cleaning_fee,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating
29019136,2018-10-04,Ward 73,Cape Town,7806,-34.03953,18.46139,House,Entire home/apt,7,3.0,4.0,7.0,Real Bed,2008,,14,18,0,94.57809342683942
29019363,2018-10-04,Ward 100,Cape Town,7151,-34.14461,18.85547,Guest suite,Private room,2,1.0,1.0,1.0,Real Bed,644,,1,10,2,90.0
29021502,2018-10-04,Ward 84,Cape Town,7130,-34.09338,18.86987,Guest suite,Private room,2,4.5,3.0,0.0,Real Bed,1724,,5,30,1,94.57809342683942
29021602,2014-11-24,Ward 54,Cape Town,8005,-33.92951,18.38303,Villa,Entire home/apt,14,7.0,7.0,12.0,Real Bed,16000,0.0,14,1125,0,94.57809342683942
29021958,2012-10-24,Ward 23,Cape Town,7441,-33.78788,18.45835,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,942,400.0,2,100,3,80.0
29022133,2016-02-22,Ward 74,Cape Town,7806,-34.03372,18.35149,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,803,250.0,2,1125,0,94.57809342683942
29023161,2015-04-29,Ward 62,Cape Town,7708,-33.98666,18.45025,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,3699,750.0,3,364,3,90.0
29023586,2018-10-04,Ward 113,Cape Town,7441,-33.82901,18.49935,House,Entire home/apt,6,2.0,3.0,5.0,Real Bed,1392,400.0,6,14,2,100.0
29024560,2018-10-04,Ward 74,Cape Town,7806,-34.04099,18.3506,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,2003,,3,1125,4,95.0
29026398,2016-07-26,Ward 64,Cape Town,7950,-34.10212,18.46516,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,593,300.0,3,40,4,95.0
29027051,2018-05-22,Ward 107,Cape Town,7443,-33.82006,18.47852,Apartment,Private room,3,1.0,2.0,2.0,Real Bed,745,0.0,2,3,0,94.57809342683942
29027577,2018-09-26,Ward 77,Cape Town,8001,-33.91653,18.41177,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,669,455.0,2,1125,0,94.57809342683942
29028576,2014-04-14,Ward 100,Cape Town,7151,-34.15666,18.8708,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,2203,,5,30,1,100.0
29028839,2018-10-04,Ward 115,Cape Town,8005,-33.9087,18.39951,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,872,300.0,15,1125,67,99.0
29029932,2016-08-25,Ward 54,Cape Town,8060,-33.91587,18.3922,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,2308,450.0,5,30,2,100.0
29031236,2018-10-04,Ward 64,Cape Town,,-34.09707,18.49092,Apartment,Entire home/apt,4,0.0,2.0,2.0,Real Bed,476,300.0,1,1125,0,94.57809342683942
29031746,2018-10-04,Ward 15,Cape Town,7130,-34.06373,18.81647,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,2508,,8,10,0,94.57809342683942
29032595,2018-10-04,Ward 54,Cape Town,8060,-33.91291,18.39144,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1498,350.0,2,190,50,98.0
29035705,2015-05-13,Ward 55,Cape Town,7405,-33.90789,18.47891,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,722,,2,1125,0,94.57809342683942
29042386,2016-03-16,Ward 77,Cape Town,8001,-33.94352,18.41149,House,Entire home/apt,7,3.0,4.0,4.0,Real Bed,11007,550.0,20,1125,7,97.0
29045096,2012-04-14,Ward 59,Cape Town,7700,-33.97402,18.4523,House,Entire home/apt,6,2.5,3.0,5.0,Real Bed,4507,,7,1125,8,98.0
29045453,2016-03-16,Ward 54,Cape Town,8040,-33.95671,18.38254,House,Entire home/apt,5,2.5,3.0,3.0,Real Bed,6008,550.0,20,1125,10,100.0
29047374,2018-10-05,Ward 83,Cape Town,7139,-34.11277,18.82392,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,958,,12,12,0,94.57809342683942
29047564,2017-08-24,Ward 54,Cape Town,8005,-33.93449,18.37851,Apartment,Entire home/apt,4,2.5,2.0,2.0,Real Bed,9998,750.0,7,1125,0,94.57809342683942
29047680,2018-10-04,Ward 115,Cape Town,8051,-33.91182,18.41563,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,2713,635.0,2,1125,10,94.0
29051843,2015-11-30,Ward 73,Cape Town,7945,-34.04407,18.45516,House,Entire home/apt,8,3.5,4.0,5.0,Real Bed,2996,500.0,5,30,0,94.57809342683942
29053941,2014-09-21,Ward 54,Cape Town,8060,-33.91801,18.39064,House,Entire home/apt,5,3.0,3.0,3.0,Real Bed,1251,800.0,2,1125,11,92.0
29054399,2016-12-19,Ward 64,Cape Town,7974,-34.13278,18.42681,Guest suite,Entire home/apt,3,1.0,1.0,4.0,Real Bed,505,200.0,2,1117,11,98.0
29055279,2017-04-17,Ward 21,Cape Town,7550,-33.85977,18.66071,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,453,0.0,1,1125,3,100.0
29056896,2018-04-27,Ward 3,Cape Town,7530,-33.89001,18.64001,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,383,0.0,1,1125,3,93.0
29064194,2012-10-09,Ward 21,Cape Town,7550,-33.86725,18.64554,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,505,150.0,2,30,30,98.0
29068805,2015-12-29,Ward 84,Cape Town,7130,-34.09043,18.86972,House,Private room,2,1.0,1.0,2.0,Real Bed,453,0.0,1,30,15,95.0
29069665,2018-10-06,Ward 64,Cape Town,7945,-34.09153,18.47632,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,2255,,3,30,4,100.0
29070159,2013-09-11,Ward 115,Cape Town,8001,-33.91021,18.42043,Serviced apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,4000,,1,1125,0,94.57809342683942
29077277,2018-04-28,Ward 115,Cape Town,,-33.92861,18.42111,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,229,120.0,1,30,0,94.57809342683942
29084775,2018-09-06,Ward 23,Cape Town,,-33.78789,18.487,House,Private room,2,1.0,1.0,1.0,Real Bed,1000,,1,7,0,94.57809342683942
29088469,2018-10-07,Ward 77,Cape Town,8001,-33.93506,18.42738,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1902,350.0,2,10,15,89.0
29090171,2012-04-25,Ward 64,Cape Town,7945,-34.1009,18.48235,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,599,0.0,2,1125,6,80.0
29090177,2018-10-07,Ward 58,Cape Town,,-33.97633,18.4771,House,Entire home/apt,8,3.0,5.0,5.0,Real Bed,2008,,6,21,3,100.0
29093867,2018-10-07,Ward 54,Cape Town,8005,-33.95858,18.37779,Apartment,Entire home/apt,6,3.0,3.0,4.0,Real Bed,3506,1000.0,2,365,35,97.0
29095859,2016-02-12,Ward 59,Cape Town,7700,-33.96878,18.4599,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1707,300.0,2,1125,9,96.0
29098539,2017-10-13,Ward 113,Cape Town,7441,-33.82651,18.49082,Townhouse,Entire home/apt,4,2.5,2.0,2.0,Real Bed,951,0.0,5,30,0,94.57809342683942
29098631,2018-10-07,Ward 64,Cape Town,7950,-34.10033,18.48015,House,Private room,2,1.0,1.0,1.0,Real Bed,262,,1,1125,0,94.57809342683942
29098805,2018-10-07,Ward 115,Cape Town,8005,-33.91454,18.41788,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1251,335.0,1,1125,99,97.0
29099072,2013-10-26,Ward 115,Cape Town,8005,-33.90943,18.39888,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1204,0.0,7,1125,1,100.0
29107932,2012-03-14,Ward 102,Cape Town,7560,-33.86328,18.67871,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1097,,2,30,0,94.57809342683942
29110014,2016-03-16,Ward 64,Cape Town,7950,-34.0995,18.46563,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1326,450.0,2,1125,28,92.0
29111886,2016-07-03,Ward 54,Cape Town,8005,-33.91446,18.39518,Apartment,Entire home/apt,6,2.5,3.0,4.0,Real Bed,3506,,14,1125,0,94.57809342683942
29112307,2018-10-08,Ward 77,Cape Town,8001,-33.93404,18.42091,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,863,650.0,2,1125,36,94.0
29113981,2011-09-06,Ward 77,Cape Town,8001,-33.91852,18.41552,Townhouse,Entire home/apt,4,2.0,2.0,2.0,Real Bed,2467,529.0,2,60,15,97.0
29114526,2018-10-08,Ward 56,Cape Town,7405,-33.9242,18.4834,House,Private room,1,1.0,1.0,1.0,Real Bed,418,0.0,3,30,0,94.57809342683942
29115275,2014-01-06,Ward 54,Cape Town,8005,-33.9594,18.37713,Apartment,Entire home/apt,8,4.0,4.0,5.0,Real Bed,10995,0.0,3,1125,19,100.0
29115478,2017-01-09,Ward 113,Cape Town,7441,-33.80843,18.51478,Apartment,Shared room,2,1.5,1.0,1.0,Real Bed,505,,30,365,0,94.57809342683942
29115861,2015-02-15,Ward 61,Cape Town,7975,-34.15464,18.41418,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1080,435.0,5,200,7,100.0
29115885,2018-10-08,Ward 113,Cape Town,7441,-33.83393,18.50059,House,Private room,2,1.5,1.0,1.0,Real Bed,244,0.0,2,1125,9,98.0
29116186,2013-07-17,Ward 70,Tygerberg Hills,7530,-33.88402,18.60147,Guesthouse,Private room,2,1.5,1.0,1.0,Real Bed,993,0.0,1,500,1,100.0
29116357,2015-01-25,Ward 115,Cape Town,8001,-33.92719,18.41396,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,899,349.0,5,1125,39,98.0
29116411,2018-10-08,Ward 115,Cape Town,8001,-33.9344,18.41114,Loft,Entire home/apt,2,1.0,0.0,1.0,Real Bed,758,751.0,2,1000,89,97.0
29118059,2014-09-16,Ward 71,Cape Town,7945,-34.06303,18.45449,Apartment,Entire home/apt,4,2.5,2.0,3.0,Real Bed,1000,300.0,3,1125,4,100.0
29118211,2016-04-07,Ward 100,Cape Town,7151,-34.14529,18.85369,Guest suite,Entire home/apt,6,3.0,3.0,4.0,Real Bed,2508,400.0,1,28,14,100.0
29118631,2017-05-11,Ward 74,"Hout Bay, Cape Town",7806,-34.01683,18.34775,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,853,0.0,2,30,17,100.0
29120216,2015-02-19,Ward 54,Cape Town,8005,-33.94626,18.37793,Bungalow,Entire home/apt,2,1.5,1.0,1.0,Real Bed,2408,200.0,2,1125,52,92.0
29121841,2018-09-17,Ward 54,Cape Town,8040,-33.94921,18.3796,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,855,0.0,1,1125,2,100.0
29123762,2017-01-17,Ward 100,Cape Town,7140,-34.15195,18.87856,House,Entire home/apt,10,3.5,4.0,4.0,Real Bed,2508,500.0,7,28,2,100.0
29124197,2018-10-06,Ward 71,Cape Town,7966,-34.06262,18.44071,Guest suite,Private room,2,1.0,1.0,1.0,Real Bed,440,0.0,1,1125,17,99.0
29124316,2018-10-08,Ward 84,Cape Town,7130,-34.08603,18.85179,Earth house,Private room,2,1.0,1.0,1.0,Real Bed,575,0.0,2,365,0,94.57809342683942
29124745,2014-11-18,Ward 115,Cape Town,8051,-33.90922,18.41215,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1000,300.0,3,1125,44,100.0
29125013,2015-02-19,Ward 54,Cape Town,8005,-33.94626,18.37793,Bungalow,Entire home/apt,6,2.0,3.0,4.0,Real Bed,5970,200.0,2,1125,9,78.0
29125015,2016-03-26,Ward 54,Cape Town,8060,-33.92304,18.38051,Townhouse,Entire home/apt,6,3.5,3.0,3.0,Real Bed,6008,,14,1125,0,94.57809342683942
29125260,2018-09-17,Ward 54,Cape Town,8040,-33.94954,18.37778,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,855,0.0,1,1125,0,94.57809342683942
29126231,2018-10-08,Ward 54,Cape Town,8005,-33.9192,18.38361,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,907,1500.0,90,365,1,100.0
29136230,2018-04-20,Ward 54,Cape Town,8060,-33.91665,18.392,Townhouse,Entire home/apt,4,2.5,2.0,3.0,Real Bed,6072,600.0,1,1125,0,94.57809342683942
29136255,2018-09-17,Ward 54,Cape Town,8040,-33.95082,18.37815,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,1309,0.0,1,1125,1,20.0
29137294,2018-09-17,Ward 54,Cape Town,8040,-33.95072,18.37938,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,995,0.0,1,1125,0,94.57809342683942
29138428,2016-10-05,Ward 115,South Africa,8001,-33.92998,18.41182,Guest suite,Private room,4,1.0,1.0,1.0,Real Bed,1498,0.0,1,1125,0,94.57809342683942
29140788,2018-10-09,Ward 84,Cape Town,7130,-34.08096,18.85885,Cottage,Entire home/apt,2,1.0,1.0,2.0,Real Bed,436,0.0,2,1125,1,80.0
29141441,2016-08-28,Ward 64,Cape Town,7974,-34.13763,18.4148,House,Entire home/apt,4,1.5,2.0,4.0,Real Bed,1497,280.0,4,1125,8,100.0
29141519,2014-11-03,Ward 77,Cape Town,8001,-33.93356,18.40446,Townhouse,Entire home/apt,3,2.0,2.0,2.0,Real Bed,2792,,3,180,3,100.0
29141752,2018-08-05,Ward 77,Cape Town,8001,-33.9265,18.41028,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,1004,450.0,2,1125,29,98.0
29142612,2017-05-14,Ward 74,Cape Town,7806,-34.01132,18.40281,Chalet,Entire home/apt,4,1.0,2.0,3.0,Real Bed,1132,250.0,1,1125,3,93.0
29143129,2015-04-27,Ward 115,Cape Town,8051,-33.90861,18.40581,Guest suite,Private room,2,1.0,0.0,2.0,Real Bed,419,,3,1125,11,98.0
29143409,2017-05-14,Ward 74,Cape Town,7806,-34.01194,18.40165,Chalet,Entire home/apt,4,1.0,2.0,3.0,Real Bed,1132,250.0,1,1125,4,85.0
29145423,2017-09-04,Ward 21,Cape Town,7550,-33.86347,18.65991,Guest suite,Private room,2,1.0,1.0,1.0,Real Bed,745,,2,1125,3,100.0
29146053,2015-02-16,Ward 115,Cape Town,8000,-33.92521,18.41259,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,705,350.0,2,1125,50,97.0
29146201,2017-10-13,Ward 54,Cape Town,8005,-33.95772,18.37775,Apartment,Entire home/apt,14,7.0,7.0,9.0,Real Bed,45002,1200.0,1,1125,5,100.0
29146349,2017-10-19,Ward 113,Cape Town,,-33.83774,18.50303,Cottage,Entire home/apt,2,1.0,1.0,1.0,Real Bed,244,71.0,1,1125,36,89.0
29147125,2018-10-09,Ward 77,Cape Town,8001,-33.93521,18.41798,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,899,530.0,3,1125,36,96.0
29148277,2015-12-20,Ward 74,Cape Town,7806,-34.03853,18.35301,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,493,0.0,1,30,39,99.0
29148652,2017-12-13,Ward 54,Cape Town,8005,-33.96137,18.38128,Villa,Entire home/apt,10,4.5,5.0,5.0,Real Bed,34007,1500.0,3,99,2,100.0
29149134,2018-10-09,Ward 100,Cape Town,7130,-34.14592,18.89285,Farm stay,Entire home/apt,4,1.0,1.0,4.0,Real Bed,348,,1,31,9,84.0
29149185,2018-10-09,Ward 8,Cape Town,7560,-33.88404,18.70195,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,592,0.0,2,7,3,90.0
29149300,2016-01-16,Ward 62,Cape Town,7806,-34.01048,18.4399,House,Entire home/apt,8,4.5,4.0,5.0,Real Bed,3505,400.0,5,60,0,94.57809342683942
29149577,2018-10-09,Ward 115,Cape Town,8051,-33.91515,18.41582,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,1040,800.0,2,1125,14,97.0
29150188,2016-03-16,Ward 54,Cape Town,8060,-33.91814,18.39191,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1603,350.0,20,1125,41,95.0
29154451,2015-05-27,Ward 77,Cape Town,8001,-33.93638,18.43235,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1145,500.0,4,1125,2,100.0
29154507,2018-10-09,Ward 83,Cape Town,7139,-34.11601,18.82331,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,592,250.0,2,30,20,95.0
29155597,2016-08-01,Ward 62,Cape Town,7800,-34.01157,18.46407,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,617,,30,1125,9,96.0
29156360,2018-10-09,Ward 61,Cape Town,7976,-34.14327,18.33399,House,Private room,2,1.0,1.0,1.0,Real Bed,557,100.0,1,30,10,96.0
29166277,2016-03-16,Ward 54,Cape Town,8060,-33.91442,18.39225,Condominium,Entire home/apt,4,2.0,2.0,3.0,Real Bed,1985,450.0,20,1125,51,92.0
29169581,2017-12-13,Ward 54,Cape Town,8005,-33.96121,18.38086,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1445,450.0,1,120,34,99.0
29170104,2013-11-05,Ward 115,Cape Town,8000,-33.92134,18.42479,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,793,229.0,4,14,0,94.57809342683942
29172150,2017-01-04,Ward 54,Cape Town,8060,-33.91049,18.39279,Apartment,Entire home/apt,1,1.5,1.0,1.0,Real Bed,697,100.0,2,1125,1,80.0
29173271,2018-10-10,Ward 107,Cape Town,7441,-33.81935,18.48103,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,698,150.0,2,1125,8,95.0
29173363,2014-07-29,Ward 54,Bantry Bay,8005,-33.92935,18.37884,Hotel,Private room,2,1.0,1.0,1.0,Real Bed,2600,0.0,1,1125,0,94.57809342683942
29173398,2016-02-08,Ward 58,Cape Town,7708,-33.98756,18.47292,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,1745,0.0,3,30,16,100.0
29173825,2014-07-29,Ward 54,Bantry Bay,8005,-33.93073,18.37877,Hotel,Private room,2,1.0,1.0,1.0,Real Bed,2592,0.0,1,1125,1,80.0
29174034,2018-10-09,Ward 115,Green Point,8005,-33.90885,18.40343,Aparthotel,Hotel room,4,2.0,2.0,1.0,Real Bed,2995,0.0,1,1125,0,94.57809342683942
29174036,2018-10-09,Ward 115,Green Point,8005,-33.90928,18.40272,Aparthotel,Hotel room,2,1.0,1.0,1.0,Real Bed,1956,0.0,1,1125,0,94.57809342683942
29174037,2018-10-09,Ward 115,Green Point,8005,-33.91034,18.40329,Aparthotel,Hotel room,6,3.5,3.0,3.0,Real Bed,3454,0.0,1,1125,1,100.0
29174040,2014-07-29,Ward 54,Bantry Bay,8005,-33.92924,18.38032,Hotel,Private room,2,1.0,1.0,1.0,Real Bed,2007,0.0,1,1125,0,94.57809342683942
29174117,2018-10-10,Ward 23,Cape Town,,-33.78864,18.47992,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,1358,,14,1125,2,100.0
29174136,2014-07-29,Ward 54,Bantry Bay,8005,-33.93055,18.38011,Hotel,Private room,2,1.0,1.0,1.0,Real Bed,2007,0.0,1,1125,0,94.57809342683942
29174287,2014-07-29,Ward 54,Bantry Bay,8005,-33.93029,18.37929,Hotel,Private room,4,2.0,1.0,2.0,Real Bed,6002,0.0,1,1125,0,94.57809342683942
29174621,2014-07-29,Ward 54,Bantry Bay,8005,-33.93075,18.38062,Hotel,Private room,2,1.0,1.0,1.0,Real Bed,6002,0.0,1,1125,0,94.57809342683942
29174767,2015-08-12,Ward 74,Cape Town,7806,-34.00971,18.34485,House,Entire home/apt,8,4.5,4.0,4.0,Real Bed,9492,0.0,10,44,0,94.57809342683942
29175142,2018-10-10,Ward 115,Cape Town,8001,-33.92802,18.40995,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,3504,550.0,5,1125,20,92.0
29175509,2018-10-10,Ward 113,Cape Town,7441,-33.83218,18.51194,House,Private room,2,2.0,1.0,2.0,Real Bed,401,0.0,1,10,1,100.0
29176553,2018-10-10,Ward 54,Cape Town,8005,-33.92295,18.37998,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,2008,850.0,2,1124,6,87.0
29177356,2018-10-10,Ward 115,Cape Town,8001,-33.92721,18.41597,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,793,455.0,2,1125,30,91.0
29178236,2016-03-22,Ward 103,Cape Town,7550,-33.84317,18.67732,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1392,,10,15,0,94.57809342683942
29178847,2018-10-10,Ward 23,Cape Town,7441,-33.72624,18.44796,House,Entire home/apt,6,3.0,3.0,0.0,Real Bed,1322,250.0,5,15,0,94.57809342683942
29179186,2012-07-31,Ward 115,Cape Town,8005,-33.90184,18.40049,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1501,200.0,3,1125,11,73.0
29181262,2017-11-06,Ward 113,Cape Town,7441,-33.81655,18.50413,House,Private room,2,1.0,1.0,1.0,Real Bed,488,0.0,1,1125,4,100.0
29181563,2012-07-10,Ward 61,Cape Town,7975,-34.20345,18.45408,Guest suite,Entire home/apt,4,1.0,2.0,3.0,Real Bed,853,0.0,2,1125,14,100.0
29194196,2017-03-03,Ward 74,Cape Town,7806,-34.03473,18.3497,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,749,,2,14,13,100.0
29195088,2016-09-02,Ward 83,Cape Town,7140,-34.09787,18.83202,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,1603,,6,21,1,100.0
29197747,2015-09-22,Ward 54,Cape Town,8005,-33.92953,18.38012,Villa,Private room,2,1.0,1.0,1.0,Real Bed,1256,175.0,1,1125,36,100.0
29199705,2016-04-14,Ward 15,Cape Town,7130,-34.0547,18.83278,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,401,0.0,2,1125,5,100.0
29200021,2015-12-06,Ward 64,Cape Town,7950,-34.10254,18.47592,House,Private room,1,1.0,1.0,1.0,Real Bed,2565,100.0,3,90,8,86.0
29201454,2013-10-29,Ward 115,Cape Town,8051,-33.91114,18.40933,Apartment,Entire home/apt,6,3.5,3.0,3.0,Real Bed,3298,750.0,2,1125,35,95.0
29201563,2018-10-11,Ward 115,Cape Town,8051,-33.9102,18.41324,Apartment,Entire home/apt,3,1.0,0.0,3.0,Real Bed,1004,0.0,1,1125,2,100.0
29202185,2015-11-21,Ward 77,Cape Town,8001,-33.93353,18.40644,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1208,455.0,2,1125,1,100.0
29202464,2016-08-29,Ward 55,Cape Town,7441,-33.89201,18.50304,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1797,,1,1125,1,100.0
29204890,2015-08-25,Ward 77,Cape Town,8001,-33.9312,18.40242,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,952,250.0,2,1125,18,100.0
29208507,2014-10-09,Ward 113,Cape Town,7441,-33.82492,18.50076,House,Private room,2,1.5,1.0,1.0,Real Bed,348,,3,30,1,80.0
29208920,2018-10-11,Ward 59,Cape Town,7700,-33.95956,18.468,Guest suite,Entire home/apt,2,1.0,1.0,2.0,Real Bed,453,,2,1125,34,98.0
29209734,2018-01-15,Ward 74,Cape Town,7806,-34.04562,18.35988,Condominium,Entire home/apt,4,2.0,2.0,3.0,Real Bed,995,,2,1125,21,96.0
29213480,2018-01-01,Ward 71,Cape Town,7945,-34.06419,18.45645,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,749,150.0,3,1125,2,100.0
29221995,2015-10-12,Ward 74,Cape Town,7806,-34.04035,18.35208,Apartment,Entire home/apt,5,2.0,3.0,4.0,Real Bed,820,300.0,3,1125,11,90.0
29222590,2018-06-26,Ward 102,Cape Town,7560,-33.86376,18.69301,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,418,0.0,1,1125,13,83.0
29224303,2016-01-29,Ward 64,Cape Town,7974,-34.1422,18.42435,House,Entire home/apt,4,2.5,2.0,2.0,Real Bed,2999,,4,1125,1,100.0
29226065,2012-10-24,Ward 23,Cape Town,7441,-33.80709,18.46758,House,Entire home/apt,8,2.5,4.0,5.0,Real Bed,2356,550.0,2,100,4,75.0
29226656,2018-08-31,Ward 54,Cape Town,8060,-33.91459,18.39228,Guesthouse,Private room,2,1.5,1.0,1.0,Real Bed,1084,0.0,1,1125,0,94.57809342683942
29226657,2018-08-31,Ward 54,Sea Point,8005,-33.91327,18.39207,Guesthouse,Private room,2,1.5,1.0,1.0,Real Bed,1152,0.0,1,1125,1,100.0
29226662,2018-08-31,Ward 54,Sea Point,8005,-33.91458,18.39369,Guesthouse,Private room,2,1.5,1.0,1.0,Real Bed,1152,0.0,1,1125,0,94.57809342683942
29226665,2018-08-31,Ward 54,Sea Point,8005,-33.91495,18.39158,Guesthouse,Private room,2,1.5,1.0,1.0,Real Bed,1576,0.0,1,1125,0,94.57809342683942
29226667,2018-08-31,Ward 54,Sea Point,8005,-33.91392,18.39382,Guesthouse,Private room,2,1.5,1.0,1.0,Real Bed,1576,0.0,1,1125,0,94.57809342683942
29227043,2018-10-12,Ward 115,Cape Town,8001,-33.91705,18.41982,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1092,635.0,2,1125,23,86.0
29227596,2016-11-08,Ward 74,Cape Town,7806,-34.03412,18.35786,House,Entire home/apt,4,2.5,2.0,3.0,Real Bed,995,,5,1125,1,20.0
29228044,2018-10-12,Ward 57,Cape Town,7915,-33.93067,18.4519,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,1814,,1,1125,0,94.57809342683942
29229000,2016-04-21,Ward 71,Cape Town,7806,-34.04757,18.44049,Cottage,Entire home/apt,2,1.0,1.0,2.0,Real Bed,1393,,2,1125,1,100.0
29229651,2011-03-30,Ward 61,Cape Town,7995,-34.19648,18.43299,Guest suite,Entire home/apt,2,1.0,1.0,2.0,Real Bed,853,,2,1125,1,100.0
29230411,2018-10-12,Ward 71,Cape Town,7965,-34.07656,18.45591,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,1202,250.0,3,90,8,100.0
29231968,2018-10-12,Ward 115,Cape Town,8000,-33.92386,18.41576,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1498,550.0,2,1125,35,98.0
29234436,2014-03-18,Ward 115,Cape Town,8001,-33.93376,18.418,House,Private room,1,1.0,4.0,1.0,Real Bed,758,250.0,7,90,1,94.57809342683942
29235051,2014-03-18,Ward 115,Cape Town,8001,-33.93288,18.41771,House,Private room,1,1.0,4.0,1.0,Real Bed,511,250.0,7,90,0,94.57809342683942
29236992,2017-03-23,Ward 73,Cape Town,7945,-34.03971,18.44672,House,Entire home/apt,6,2.5,3.0,6.0,Real Bed,2114,,7,13,0,94.57809342683942
29237011,2014-04-08,Ward 115,Cape Town,8005,-33.90851,18.39613,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,768,600.0,30,1125,8,100.0
29245831,2018-10-13,Ward 86,Cape Town,7140,-34.12803,18.84093,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,1794,250.0,7,1125,1,80.0
29245976,2018-01-15,Ward 115,Cape Town,8001,-33.93355,18.41851,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1092,350.0,1,1125,19,97.0
29249828,2018-05-18,Ward 23,Cape Town,7441,-33.7382,18.44802,House,Private room,2,1.0,1.0,1.0,Real Bed,796,,2,1125,0,94.57809342683942
