id,host_since,neighbourhood,city,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,cleaning_fee,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating
3191,2008-10-21,Ward 57,Southern Suburbs,7700,-33.94739,18.476,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,819,261.0,3,730,54,97.0
15007,2009-12-01,Ward 23,Cape Town,7441,-33.80001,18.46063,House,Entire home/apt,6,3.0,3.0,4.0,Real Bed,2050,850.0,2,120,27,97.0
15068,2009-12-02,Ward 23,Cape Town,7441,-33.78799,18.46082,Apartment,Entire home/apt,6,2.0,3.0,5.0,Real Bed,2804,650.0,4,730,0,94.57809342683942
15077,2009-12-02,Ward 4,Cape Town,7441,-33.85812,18.49043,Apartment,Private room,2,1.5,1.0,2.0,Real Bed,1620,,5,1125,5,100.0
15180,2009-12-03,Ward 83,Cape Town,7139,-34.11124,18.82349,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,575,200.0,2,730,0,94.57809342683942
15199,2009-12-03,Ward 115,Cape Town,8005,-33.91044,18.41239,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,124995,350.0,14,30,2,90.0
15285,2009-12-04,Ward 71,Southern Suburbs,7806,-34.03863,18.43128,Guesthouse,Entire home/apt,4,1.5,2.0,4.0,Real Bed,1202,0.0,2,365,8,100.0
15331,2009-12-04,Ward 60,Southern Suburbs,7780,-33.97069,18.49697,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,714,,2,180,3,100.0
15348,2009-12-04,Ward 70,Bellville,7530,-33.86903,18.62519,Other,Private room,2,,1.0,1.0,Real Bed,1694,,3,730,0,94.57809342683942
15354,2009-12-05,Ward 112,Durbanville,7550,-33.82924,18.63144,Guest suite,Entire home/apt,3,1.0,1.0,2.0,Real Bed,644,0.0,3,730,0,94.57809342683942
15480,2009-12-06,Ward 115,Cape Town,8001,-33.92876,18.42247,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,705,400.0,14,365,18,86.0
15704,2009-12-09,Ward 54,Cape Town,,-33.96462,18.37595,Villa,Entire home/apt,12,6.5,6.0,6.0,Real Bed,17902,0.0,4,730,1,100.0
16259,2009-12-15,Ward 59,Southern Suburbs,7708,-33.99463,18.46505,Guesthouse,Entire home/apt,2,1.0,1.0,2.0,Real Bed,1256,395.0,2,365,6,100.0
17270,2010-01-01,Ward 115,Cape Town,8005,-33.91073,18.40866,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,1304,600.0,7,730,132,94.0
18499,2010-01-17,Ward 2,Parow,7500,-33.88856,18.59054,House,Private room,6,2.0,1.0,4.0,Real Bed,847,254.0,7,730,0,94.57809342683942
19271,2010-01-25,Ward 59,Cape Town,7700,-33.97905,18.45676,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,611,,2,90,50,99.0
19384,2010-01-26,Ward 77,Cape Town,8001,-33.92667,18.40623,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,793,,1,20,6,100.0
19398,2010-01-26,Ward 23,Melkbosstrand,,-33.73046,18.43966,Apartment,Entire home/apt,5,,,4.0,Real Bed,5712,,5,730,0,94.57809342683942
19561,2010-01-27,Ward 103,Durbanville,7550,-33.84192,18.67661,Apartment,Private room,4,1.0,1.0,3.0,Real Bed,3389,,2,730,0,94.57809342683942
19658,2010-01-28,Ward 5,Milnerton,7441,-33.87058,18.53464,House,Private room,2,1.0,1.0,1.0,Real Bed,1742,,7,29,0,94.57809342683942
19811,2010-01-29,Ward 64,Muizenberg,7945,-34.08428,18.47585,House,Entire home/apt,8,1.5,4.0,6.0,Real Bed,4694,,14,30,0,94.57809342683942
20125,2010-02-01,Ward 73,Cape Town,7945,-34.02811,18.48246,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1423,,1,730,0,94.57809342683942
20263,2011-07-19,Ward 64,Fish Hoek,7975,-34.13572,18.42007,Villa,Entire home/apt,6,3.0,3.0,3.0,Real Bed,5503,1000.0,5,60,0,94.57809342683942
20327,2010-02-02,Ward 3,Bellville,7530,-33.88183,18.67086,House,Private room,2,1.0,1.0,1.0,Real Bed,1741,,1,730,0,94.57809342683942
20670,2010-02-06,Ward 64,Muizenberg,7945,-34.09117,18.48396,House,Private room,1,2.0,1.0,1.0,Real Bed,1271,,3,730,0,94.57809342683942
21097,2010-02-11,Ward 1,Cape Town,7500,-33.87914,18.58121,Apartment,Shared room,1,,1.0,1.0,Real Bed,847,,1,730,0,94.57809342683942
22994,2010-03-06,Ward 58,Cape Town,7700,-33.95733,18.4881,House,Entire home/apt,6,3.0,3.0,4.0,Real Bed,1306,,3,20,12,100.0
23175,2010-02-10,Ward 113,Blouberg,7441,-33.83305,18.49519,Guesthouse,Private room,7,3.0,4.0,5.0,Real Bed,610,,1,100,1,40.0
24670,2010-03-29,Ward 64,Cape Town,7990,-34.12549,18.44792,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1498,,4,730,16,95.0
26828,2010-04-27,Ward 57,Cape town,7925,-33.93596,18.46945,Apartment,Entire home/apt,3,,3.0,,Real Bed,7852,,1,730,0,94.57809342683942
28702,2009-12-04,Ward 71,Southern Suburbs,7806,-34.03765,18.43083,Serviced apartment,Hotel room,2,1.0,1.0,1.0,Real Bed,801,0.0,2,365,0,94.57809342683942
28707,2009-12-04,Ward 71,Southern Suburbs,7806,-34.03644,18.431,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,906,0.0,2,365,4,100.0
31359,2010-05-29,Ward 21,Cape Town,7550,-33.84955,18.66676,Guest suite,Private room,3,1.0,1.0,2.0,Real Bed,853,174.0,1,1111,0,94.57809342683942
36347,2010-07-01,Ward 115,Cape Town,8000,-33.92456,18.42238,Loft,Entire home/apt,3,1.0,0.0,2.0,Real Bed,899,881.0,14,1125,259,96.0
36483,2010-07-02,Ward 107,Blouberg,7441,-33.8212,18.48323,House,Private room,2,1.0,1.0,3.0,Real Bed,557,,3,730,37,95.0
36485,2010-07-02,Ward 107,Blouberg,7441,-33.81849,18.48452,Guest suite,Private room,2,1.0,1.0,2.0,Real Bed,557,,3,180,27,98.0
36499,2010-07-02,Ward 107,Blouberg,7441,-33.81933,18.48403,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,557,,3,730,32,94.0
44334,2010-08-07,Ward 115,"Green Point, ",8005,-33.91405,18.41575,Bed and breakfast,Private room,2,1.0,1.0,2.0,Real Bed,1392,,1,30,23,100.0
49289,2010-09-05,Ward 115,Cape Town,8051,-33.9115,18.40212,Apartment,Entire home/apt,5,2.5,3.0,3.0,Real Bed,960,300.0,5,120,140,96.0
54730,2010-10-05,Ward 54,Cape Town,8060,-33.9216,18.38895,Apartment,Entire home/apt,2,2.0,3.0,1.0,Real Bed,867,0.0,365,1125,0,94.57809342683942
59616,2010-11-14,Ward 105,Kraaifontein,7570,-33.82288,18.73171,Other,Entire home/apt,4,0.5,1.0,2.0,Real Bed,898,275.0,2,90,0,94.57809342683942
60296,2010-11-18,Ward 77,Cape Town,8001,-33.94067,18.41885,Apartment,Entire home/apt,6,2.0,3.0,4.0,Real Bed,1198,370.0,2,60,72,90.0
67439,2010-12-28,Ward 77,Cape Town,8001,-33.93478,18.42704,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,581,644.0,3,30,56,89.0
82212,2011-02-22,Ward 54,Cape Town,8005,-33.91788,18.38626,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,1692,350.0,3,730,28,89.0
96036,2011-04-15,Ward 115,Cape Town,8051,-33.91113,18.40864,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,2408,,3,15,17,98.0
97100,2011-04-16,Ward 70,Cape Town,7530,-33.88279,18.62065,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,906,,3,14,0,94.57809342683942
101292,2011-04-24,Ward 64,Cape Town,7950,-34.10314,18.47446,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,454,0.0,1,30,19,95.0
103507,2011-04-27,Ward 77,Cape Town,8001,-33.93326,18.40511,House,Private room,2,1.0,1.0,2.0,Real Bed,1466,0.0,2,180,43,94.0
106673,2011-05-03,Ward 23,Cape Town,7441,-33.80488,18.46716,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,820,495.0,2,365,20,97.0
114218,2011-05-11,Ward 77,Cape Town,8001,-33.93903,18.39973,House,Entire home/apt,8,3.5,4.0,5.0,Real Bed,7852,872.0,7,30,21,99.0
123012,2011-05-23,Ward 115,Cape Town,8001,-33.93142,18.40742,Other,Entire home/apt,2,1.0,0.0,2.0,Real Bed,2696,0.0,1,90,33,94.0
123076,2011-05-23,Ward 77,Cape Town,8001,-33.93243,18.40678,Other,Entire home/apt,4,2.0,2.0,4.0,Real Bed,4722,0.0,1,730,16,100.0
133339,2011-06-02,Ward 77,Cape Town,8001,-33.93541,18.40407,Villa,Private room,2,1.0,1.0,1.0,Real Bed,733,368.0,3,14,91,97.0
141734,2011-06-11,Ward 84,Cape Town,7130,-34.07609,18.8814,Bed and breakfast,Private room,8,6.0,4.0,7.0,Real Bed,853,0.0,6,365,1,100.0
146905,2011-06-16,Ward 23,Cape Town,7441,-33.80229,18.46014,House,Entire home/apt,8,2.0,3.0,7.0,Real Bed,958,0.0,3,60,10,78.0
154201,2011-06-25,Ward 64,Cape Town,7990,-34.12805,18.44703,Apartment,Entire home/apt,4,2.0,2.0,5.0,Real Bed,2203,813.0,3,730,4,100.0
168566,2011-07-08,Ward 83,Cape Town,7140,-34.11119,18.82884,Bungalow,Entire home/apt,2,1.0,1.0,1.0,Real Bed,435,120.0,3,5,0,94.57809342683942
184135,2011-07-28,Ward 115,Cape Town,8001,-33.92724,18.41424,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,3369,,7,10,40,99.0
218269,2011-09-08,Ward 115,Cape Town,8001,-33.93164,18.40916,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1198,390.0,2,365,69,97.0
231402,2011-09-26,Ward 115,Cape Town,8051,-33.90974,18.40512,Loft,Entire home/apt,4,1.0,1.0,3.0,Real Bed,995,0.0,3,45,94,96.0
255987,2011-10-28,Ward 54,Cape Town,8005,-33.91478,18.39179,Bed and breakfast,Private room,2,32.0,10.0,49.0,Real Bed,949,0.0,1,60,27,87.0
256720,2011-05-19,Ward 57,Cape Town,7925,-33.93794,18.46531,House,Private room,2,0.0,1.0,1.0,Real Bed,237,,30,365,5,70.0
256976,2011-10-31,Ward 63,Cape Town,7780,-34.00845,18.51514,House,Private room,2,1.0,2.0,2.0,Real Bed,296,0.0,5,30,2,80.0
263584,2011-11-08,Ward 107,Cape Town,7441,-33.82092,18.47877,Apartment,Entire home/apt,2,3.0,3.0,1.0,Real Bed,855,,2,365,2,100.0
274403,2011-11-23,Ward 84,Cape Town,7130,-34.09128,18.84207,Bed and breakfast,Hotel room,2,1.0,1.0,2.0,Real Bed,766,0.0,1,30,5,84.0
275095,2011-11-23,Ward 84,Cape Town,7130,-34.09156,18.84217,Guesthouse,Private room,3,1.0,1.0,2.0,Real Bed,766,0.0,2,30,0,94.57809342683942
275876,2011-11-25,Ward 115,Cape Town,8001,-33.93109,18.40717,House,Entire home/apt,7,1.0,2.0,3.0,Real Bed,1251,672.0,2,365,146,93.0
281316,2011-04-27,Ward 77,Cape Town,8001,-33.93099,18.40566,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,1650,0.0,2,180,20,93.0
282586,2011-11-08,Ward 54,Cape Town,8005,-33.92659,18.38326,Loft,Entire home/apt,3,1.0,0.0,2.0,Real Bed,2296,1240.0,3,180,23,98.0
282606,2011-07-11,Ward 59,Cape Town,7708,-33.99766,18.4682,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,262,0.0,2,31,36,98.0
283053,2011-09-26,Ward 115,Cape Town,8051,-33.90974,18.40512,Apartment,Entire home/apt,4,2.0,2.0,4.0,Real Bed,995,0.0,3,45,59,96.0
286894,2011-12-11,Ward 54,Cape Town,8060,-33.92285,18.38273,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1251,500.0,90,90,19,98.0
286940,2011-05-19,Ward 57,Cape Town,7925,-33.93794,18.46531,House,Private room,2,,1.0,1.0,Real Bed,192,,30,365,2,90.0
287211,2011-12-11,Ward 77,Cape Town,8001,-33.93369,18.40481,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,2500,,7,30,20,97.0
291205,2011-12-17,Ward 71,Cape Town,7945,-34.07028,18.44949,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,784,200.0,3,30,11,96.0
292170,2011-12-17,Ward 77,Cape Town,8001,-33.9343,18.42098,House,Private room,2,1.0,1.0,1.0,Real Bed,349,250.0,3,120,5,100.0
298622,2011-12-27,Ward 61,Cape Town,7975,-34.20866,18.45794,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,1254,,2,180,63,99.0
299380,2011-12-27,Ward 61,Cape Town,7975,-34.20766,18.45856,Apartment,Entire home/apt,2,1.0,1.0,0.0,Real Bed,453,,2,180,27,94.0
302227,2011-12-30,Ward 115,Cape Town,8000,-33.92797,18.41404,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,670,798.0,360,360,14,94.0
357793,2012-02-24,Ward 115,Cape Town,8000,-33.92414,18.42065,Apartment,Entire home/apt,4,2.0,2.0,4.0,Real Bed,2033,,3,90,210,95.0
357993,2012-02-26,Ward 54,Cape Town,8005,-33.96296,18.37931,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1198,,2,90,120,97.0
358371,2012-02-26,Ward 77,Cape Town,8001,-33.93871,18.43041,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,2704,300.0,1,1125,0,94.57809342683942
370531,2012-03-06,Ward 57,Cape Town,7925,-33.93902,18.46766,House,Entire home/apt,2,1.0,1.0,0.0,Real Bed,698,611.0,14,90,17,99.0
381267,2012-03-13,Ward 57,Cape Town,7925,-33.93808,18.47297,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,1117,500.0,10,1125,1,94.57809342683942
383141,2012-03-14,Ward 102,Cape Town,7560,-33.8631,18.67752,House,Entire home/apt,4,1.5,2.0,3.0,Real Bed,1593,250.0,2,30,0,94.57809342683942
390198,2012-03-18,Ward 54,Cape Town,8005,-33.91239,18.3908,Apartment,Private room,2,1.0,1.0,0.0,Real Bed,576,400.0,4,1125,46,100.0
395538,2012-03-20,Ward 115,Cape Town,8000,-33.92393,18.42123,Apartment,Entire home/apt,4,2.5,2.0,4.0,Real Bed,2502,275.0,5,180,7,91.0
400107,2012-03-24,Ward 54,Cape Town,8040,-33.95259,18.37952,Villa,Entire home/apt,10,5.5,5.0,6.0,Real Bed,8724,,2,1125,31,99.0
409909,2012-03-31,Ward 77,Cape Town,8001,-33.93528,18.4302,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,489,,2,1125,100,90.0
412654,2012-04-02,Ward 74,Cape Town,7806,-34.04047,18.36137,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,803,,2,1125,79,96.0
428550,2012-04-13,Ward 61,Cape Town,7976,-34.13846,18.3298,House,Entire home/apt,9,4.0,4.0,9.0,Real Bed,3501,500.0,2,1125,2,90.0
439185,2012-04-20,Ward 77,Cape Town,8001,-33.93669,18.40654,House,Entire home/apt,8,4.0,4.0,5.0,Real Bed,9003,,3,270,11,94.0
443237,2012-04-23,Ward 77,Cape Town,8001,-33.93892,18.41793,Apartment,Entire home/apt,2,1.0,2.0,2.0,Real Bed,1339,,3,210,4,100.0
450145,2012-04-27,Ward 115,Cape Town,8051,-33.91013,18.41007,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,262,0.0,90,1125,46,98.0
469356,2012-04-30,Ward 71,Cape Town,7945,-34.06806,18.41225,Cottage,Entire home/apt,5,1.0,3.0,3.0,Real Bed,2003,350.0,2,180,2,100.0
471729,2012-05-10,Ward 61,Cape Town,,-34.19953,18.37765,Cottage,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1045,174.0,2,90,56,93.0
473856,2012-05-11,Ward 115,Cape Town,8005,-33.92636,18.41459,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,863,250.0,1,60,155,97.0
474596,2012-05-12,Ward 58,Cape Town,7700,-33.96867,18.48709,House,Entire home/apt,10,5.5,5.0,10.0,Real Bed,7001,0.0,7,21,2,100.0
487218,2011-08-03,Ward 115,Cape Town,8051,-33.90944,18.40349,Bed and breakfast,Private room,1,1.0,1.0,1.0,Real Bed,1448,0.0,4,21,1,60.0
487232,2011-08-03,Ward 115,Cape Town,8051,-33.90945,18.40333,Bed and breakfast,Private room,2,1.0,1.0,1.0,Real Bed,2094,0.0,2,21,3,87.0
487252,2011-08-03,Ward 115,Cape Town,8051,-33.9097,18.41156,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,493,250.0,3,30,36,90.0
487261,2011-08-03,Ward 77,Cape Town,8001,-33.92748,18.40151,Apartment,Private room,1,,1.0,1.0,Real Bed,782,300.0,3,120,4,93.0
498170,2012-05-25,Ward 115,Cape Town,8005,-33.90783,18.4044,House,Private room,2,1.0,1.0,1.0,Real Bed,745,136.0,1,400,170,96.0
499867,2012-05-26,Ward 115,Cape Town,7925,-33.92861,18.42118,Apartment,Entire home/apt,4,2.0,2.0,4.0,Real Bed,1639,,7,30,3,100.0
501475,2012-05-27,Ward 54,Cape Town,8060,-33.92016,18.38566,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1586,352.0,7,1125,17,98.0
511414,2012-06-01,Ward 115,Cape Town,8001,-33.91659,18.41918,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,617,350.0,3,1124,3,60.0
512371,2012-06-01,Ward 115,Cape Town,8000,-33.91576,18.42004,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1445,350.0,3,1124,12,87.0
514629,2012-06-03,Ward 77,Cape Town,8001,-33.93584,18.43287,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,960,554.0,2,60,56,96.0
516068,2012-06-01,Ward 115,Cape Town,,-33.90727,18.41037,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,872,450.0,3,1124,27,79.0
516875,2011-09-26,Ward 115,Cape Town,8001,-33.91501,18.41935,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,2203,450.0,2,365,72,93.0
518545,2012-06-01,Ward 115,Cape Town,8000,-33.92285,18.4228,Loft,Entire home/apt,4,2.0,2.0,3.0,Real Bed,884,450.0,3,1124,4,85.0
518726,2012-06-05,Ward 105,Cape Town,,-33.81074,18.62143,Villa,Private room,8,4.5,4.0,9.0,Real Bed,5955,0.0,4,14,3,93.0
518760,2012-06-05,Ward 15,Cape Town,7130,-34.06982,18.84836,House,Private room,2,0.5,1.0,1.0,Real Bed,508,100.0,1,1125,22,97.0
518837,2012-06-05,Ward 61,Cape Town,7976,-34.13877,18.33317,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,679,250.0,1,120,16,100.0
537809,2012-06-01,Ward 115,Cape Town,8000,-33.9289,18.42146,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,442,350.0,3,1124,6,77.0
543206,2012-06-18,Ward 69,Cape Town,7985,-34.12146,18.39356,Bungalow,Entire home/apt,4,1.0,0.0,2.0,Real Bed,679,0.0,2,90,3,100.0
551666,2012-06-22,Ward 64,Cape Town,7990,-34.12583,18.44986,House,Private room,2,1.0,1.0,1.0,Real Bed,1305,,1,1124,40,99.0
553936,2009-12-26,Ward 23,Cape Town,7441,-33.81839,18.47531,Apartment,Entire home/apt,4,0.0,0.0,0.0,Real Bed,1677,932.0,4,30,0,94.57809342683942
562793,2012-06-01,Ward 115,Cape Town,8001,-33.91815,18.42085,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,1361,450.0,3,1124,16,80.0
563282,2012-06-01,Ward 115,Cape Town,8000,-33.92103,18.42077,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,441,350.0,3,1125,8,83.0
563459,2012-06-27,Ward 115,Cape Town,8051,-33.90922,18.40332,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,855,478.0,2,20,14,100.0
565844,2012-06-29,Ward 113,Cape Town,7441,-33.83094,18.49603,Villa,Private room,2,6.0,1.0,1.0,Real Bed,853,,4,180,4,75.0
576458,2012-07-05,Ward 115,Cape Town,8000,-33.92292,18.418,Loft,Entire home/apt,6,2.0,2.0,3.0,Real Bed,1586,1057.0,2,1125,124,92.0
590826,2012-07-12,Ward 115,Cape Town,8001,-33.913,18.42489,Serviced apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,1850,250.0,2,1125,9,78.0
605399,2012-07-20,Ward 54,Cape Town,8005,-33.92669,18.37937,Villa,Entire home/apt,6,3.5,3.0,4.0,Real Bed,8493,2000.0,7,21,2,100.0
606963,2012-07-21,Ward 64,Cape Town,7990,-34.12555,18.44886,Guesthouse,Private room,2,1.0,1.0,2.0,Real Bed,1097,,1,1125,52,96.0
608327,2012-07-21,Ward 115,Cape Town,8051,-33.91147,18.4145,Serviced apartment,Private room,6,3.0,3.0,0.0,Real Bed,4229,300.0,2,2,23,81.0
610503,2011-09-11,Ward 77,Cape Town,8001,-33.93994,18.40243,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,899,700.0,3,60,1,100.0
611956,2012-07-24,Ward 54,Cape Town,8060,-33.91467,18.38925,House,Entire home/apt,4,2.0,2.0,3.0,Real Bed,1289,250.0,2,180,129,99.0
613068,2012-06-10,Ward 21,Cape Town,7530,-33.88132,18.63897,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,2804,,1,1125,0,94.57809342683942
617238,2012-03-04,Ward 115,Cape Town,8001,-33.91602,18.41923,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1304,350.0,5,365,34,98.0
636290,2012-06-01,Ward 115,Cape Town,8051,-33.91191,18.41603,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,670,350.0,3,1124,7,80.0
650049,2012-07-04,Ward 115,Cape Town,8001,-33.91789,18.41844,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1498,450.0,5,90,200,98.0
651284,2012-08-15,Ward 77,Cape Town,8001,-33.92931,18.40385,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,846,500.0,7,21,14,98.0
653488,2012-07-21,Ward 115,Cape Town,8051,-33.91132,18.4153,Hotel,Private room,2,1.0,1.0,1.0,Real Bed,1427,307.0,2,1125,8,88.0
653565,2012-06-01,Ward 115,Cape Town,8051,-33.91274,18.41469,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,441,350.0,3,1125,5,88.0
655316,2012-08-18,Ward 77,Cape Town,8001,-33.93325,18.40737,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,881,300.0,3,1125,3,87.0
659419,2012-08-21,Ward 4,Cape Town,7441,-33.85342,18.49401,Serviced apartment,Entire home/apt,8,3.5,3.0,6.0,Real Bed,2203,0.0,1,1125,21,90.0
660090,2012-08-21,Ward 4,Cape Town,7441,-33.85363,18.49401,Serviced apartment,Entire home/apt,5,2.0,2.0,5.0,Real Bed,1711,0.0,1,1125,4,75.0
660099,2012-08-21,Ward 4,Cape Town,7441,-33.85363,18.49401,Serviced apartment,Entire home/apt,2,1.0,1.0,0.0,Real Bed,1219,0.0,1,1125,3,93.0
667072,2012-08-26,Ward 74,Cape Town,7806,-34.0452,18.36537,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1291,550.0,4,30,32,95.0
668544,2012-08-27,Ward 74,Cape Town,7806,-34.00874,18.34198,Serviced apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,2508,500.0,1,1125,27,99.0
670616,2010-09-07,Ward 77,Cape Town,8001,-33.9184,18.41611,Apartment,Entire home/apt,2,1.0,1.0,0.0,Real Bed,1004,352.0,1,365,47,89.0
672103,2012-08-29,Ward 71,Cape Town,7806,-34.04267,18.42773,Villa,Entire home/apt,8,2.0,3.0,4.0,Real Bed,4946,500.0,5,1125,8,100.0
675177,2012-06-01,Ward 115,Cape Town,8005,-33.90081,18.40596,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,2565,450.0,3,1124,17,89.0
678993,2012-09-03,Ward 57,Cape Town,7925,-33.93607,18.46662,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,995,262.0,2,180,44,98.0
686495,2012-09-09,Ward 54,Cape Town,8040,-33.96057,18.37866,Villa,Entire home/apt,5,2.0,3.0,3.0,Real Bed,5497,600.0,2,30,6,92.0
688644,2011-05-23,Ward 115,Cape Town,8001,-33.93134,18.40684,Other,Entire home/apt,2,1.0,1.0,2.0,Real Bed,3647,0.0,1,1125,32,98.0
689737,2012-09-10,Ward 62,Cape Town,7700,-33.98541,18.44022,Villa,Entire home/apt,8,4.0,4.0,5.0,Real Bed,5008,600.0,4,365,21,98.0
690609,2012-09-10,Ward 57,Cape Town,7925,-33.93746,18.46708,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,593,300.0,3,1125,141,97.0
697880,2012-09-15,Ward 57,Cape Town,7925,-33.93562,18.44327,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,803,260.0,2,30,174,97.0
703690,2012-09-19,Ward 54,Cape Town,8005,-33.96811,18.37984,Villa,Entire home/apt,6,3.5,3.0,4.0,Real Bed,8026,750.0,3,1125,3,100.0
705887,2012-09-20,Ward 115,Cape Town,8000,-33.9275,18.415,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,846,250.0,2,30,25,94.0
706632,2012-09-21,Ward 15,Cape Town,7130,-34.05592,18.85206,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,211,100.0,7,1125,4,80.0
708351,2012-09-22,Ward 64,Cape Town,7945,-34.08444,18.47744,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,803,350.0,1,30,61,97.0
731764,2012-10-09,Ward 54,Cape Town,8060,-33.91953,18.38404,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1797,800.0,3,120,8,100.0
731882,2012-10-09,Ward 115,Cape Town,8005,-33.90204,18.39954,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1204,500.0,3,90,18,99.0
732339,2012-10-09,Ward 21,Cape Town,7550,-33.86759,18.6439,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,627,200.0,2,90,32,98.0
732409,2012-10-09,Ward 21,Cape Town,7550,-33.86784,18.64421,Apartment,Entire home/apt,2,1.0,2.0,2.0,Real Bed,508,150.0,2,1125,42,96.0
736534,2012-07-21,Ward 64,Cape Town,7990,-34.12637,18.44963,Guesthouse,Private room,2,1.0,1.0,1.0,Real Bed,1097,,1,1125,28,96.0
737219,2012-10-12,Ward 60,Cape Town,7770,-33.98316,18.50311,House,Private room,1,1.0,1.0,1.0,Real Bed,401,350.0,5,300,5,90.0
742345,2012-10-16,Ward 115,Cape Town,8051,-33.90999,18.41148,Apartment,Entire home/apt,2,1.0,1.0,0.0,Real Bed,458,0.0,3,1125,3,100.0
746507,2012-10-19,Ward 115,Cape Town,8051,-33.91021,18.41216,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,578,500.0,5,120,370,98.0
748713,2011-09-13,Ward 59,Cape Town,7700,-33.96146,18.4702,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,993,,3,60,46,96.0
751120,2012-04-24,Ward 58,Cape Town,7708,-33.98061,18.4793,House,Entire home/apt,6,3.0,3.0,5.0,Real Bed,3507,600.0,10,25,8,93.0
